latitude,longitude,hour,day_of_week,crowd_score
21.13182596113479,78.53278009764347,23,3,5.0
20.998557425701968,78.70374725265091,3,3,5.0
20.43558677744173,79.19374247884768,11,0,41.95
20.551047997790626,77.98791141798736,18,4,27.02
20.444000859961427,79.54527020522113,10,0,16.48
21.290974575769294,78.39908660173842,7,4,27.08
20.840098373506855,77.27386446850605,17,0,39.7
21.111998967630583,78.8876973545064,10,1,26.07
21.67059306349653,79.17978405131475,10,6,51.44
20.749009120808424,77.75028503120258,12,2,52.9
20.97453609224988,79.37153777099626,2,2,5.0
21.457771593960267,79.5184297642973,11,5,95.38
20.72031743168827,77.63071346213343,2,6,28.46
20.50777187376031,79.75056441814566,9,3,27.27
20.805652034079273,77.22213458414627,16,5,99.0
20.625709802155605,77.40604700520747,21,1,13.99
21.701576713279604,77.35267451771408,1,5,27.34
21.531368531390186,79.48196913002361,16,2,48.68
21.286765259114592,78.76287765697488,15,3,45.72
21.620044826262806,77.25631284966681,1,1,5.0
21.52514090765876,78.12097025510505,21,2,7.8
20.66119808244045,78.6458940752094,19,6,68.28
21.64958259788597,77.05039225496814,5,0,5.0
21.15507913868191,79.44724910522201,9,4,26.7
21.53041621722969,79.2108106063246,9,1,20.79
21.65452781989289,78.3156203207299,7,3,26.56
20.845204864960607,79.70137984577751,0,5,24.23
20.554072694338746,78.0532829378253,12,6,99.0
20.719109227558718,79.75233095710949,23,5,23.83
20.99795090407676,78.80375999641088,8,1,23.51
21.545220672291492,78.70401381976183,21,6,48.13
21.605022816558883,77.29786468588735,9,3,28.69
20.409732982743666,79.44578327491394,14,1,49.74
21.11504622360859,78.08246906376185,4,3,5.0
20.98437540440829,77.28670021734743,21,5,41.76
20.71095093465902,76.83782255992728,15,2,58.17
20.567811514267156,78.47926705091514,12,6,94.17
20.87266123996508,78.38219886636803,21,0,7.9
21.72007358547753,78.95806086710748,19,2,27.64
20.852484104829056,79.4707741590534,17,0,29.83
21.12630687044071,77.03821975392908,10,5,55.01
21.38422654245325,78.99448947102108,8,6,55.8
20.90908144333101,77.36223583229274,15,2,45.72
21.760494915809346,79.37453115947149,1,2,5.0
21.747426212918956,79.25719054158496,1,1,5.0
20.75249521415551,78.42238126495663,11,4,41.33
21.09614790824934,78.93072839586993,7,5,55.31
20.821229633743478,77.74305033955125,8,3,36.7
20.798776692128452,78.21350369679844,11,5,99.0
20.451641726296344,79.26491069313141,8,3,30.33
21.253390067571857,78.17779559151964,9,6,47.32
21.103750632520406,77.87339479597632,1,3,5.0
20.472070251749983,78.2826373417509,15,0,46.69
20.790105049931256,79.28474775731165,19,3,27.38
21.671572240353317,77.80562414211262,6,3,12.6
20.73538664693376,77.32128477940722,1,1,5.0
20.602852820927712,78.93604206099234,0,2,5.0
21.085233864388588,79.27793463812424,18,5,66.9
21.77991063575484,77.1019124355706,3,5,19.33
20.7388773801161,77.51962233826784,23,6,22.12
21.34098976636823,77.22591596928298,21,6,50.84
21.466267461460205,77.84382423474649,1,3,5.0
20.73269256158936,78.15105293671624,13,4,51.33
21.419502888056602,79.04647901088991,1,5,20.02
20.914896385806955,78.75344275464502,14,6,92.95
21.28522816283101,78.66278570243529,11,3,59.21
21.28694159506525,77.85712483982896,4,6,23.84
21.150084557704663,79.32434265925427,19,0,35.12
20.52640567807617,78.21386150219449,6,0,14.29
21.569423493824935,79.73731481404546,23,6,16.3
20.84909209096043,78.70242641488721,20,0,31.02
20.661125914559793,77.1787942246935,9,6,48.37
20.457085198176667,78.8285326862263,13,3,45.08
21.227250120463538,77.7753120462951,13,1,44.72
21.348590106579195,78.85898159005829,4,4,5.0
20.423222960498997,77.00892344448721,17,3,37.91
21.11693028161899,77.32464431152788,23,1,5.0
20.71709408527711,79.36721177671735,13,1,49.02
21.30324190657323,77.48153867107054,1,5,23.67
20.644113000606986,79.31112337572881,11,3,49.35
21.36731283334345,77.63782826536323,21,3,5.0
20.941429484820752,78.72864573017613,23,6,32.59
21.71142198423143,78.88245172052949,5,1,5.0
20.59252932180439,78.33796425943515,3,1,5.0
20.87749289147036,77.71593203009019,12,1,52.17
20.558862929736822,77.43793312911329,3,6,25.47
21.69457106558999,76.89956806368727,21,5,42.66
21.628275094733375,77.71183920372216,13,3,41.37
20.761118278801217,78.75948837159385,15,1,52.34
21.32397766444785,79.61491445534544,3,0,5.0
21.544111080281702,79.41361344678916,23,3,5.0
21.177281136239248,79.0981943296059,0,6,36.0
21.14151080969841,79.1653420297599,12,5,99.0
20.73859320726063,78.79495471042799,3,0,5.0
20.530343874928256,77.580860572698,19,6,60.37
21.656102061134657,79.52158509211749,17,2,27.42
21.660585280028663,78.8121969357175,5,3,5.0
21.286342040182575,78.48132189294132,2,2,5.0
20.87464170746818,77.13296840764043,22,6,46.03
20.888893404457725,78.14116663141927,12,6,95.8
21.416337950418335,78.18107481360578,15,6,93.18
21.65595436393361,79.39369082856801,4,1,5.0
21.641920993971166,78.43994466056336,3,5,24.38
21.491825764200673,77.94120164691122,20,1,41.53
21.298844304616004,79.73040098553197,7,5,51.6
20.51779595099307,77.13216177997894,18,4,27.23
20.62628019973246,78.06764528493584,13,1,50.36
21.65797586393791,76.92607402551421,6,2,11.1
21.249000683523427,79.0197123623008,13,5,99.0
20.41287587226328,79.55422965659744,5,1,5.0
20.542060160012444,77.64011198865147,11,3,45.16
21.328902476751278,79.37502503039735,15,6,99.0
20.407086217384705,77.67665469138569,16,5,94.78
20.625131271984497,79.53231048493174,12,5,99.0
21.16822730511322,79.06188571079035,22,1,23.53
21.36865327676977,79.21472033052432,13,4,50.1
21.312745763303642,76.85401966680136,6,1,14.33
20.71397703324478,79.68843107122207,13,2,51.07
21.397050909886552,78.98001297621097,14,2,43.61
20.73214872249552,77.7142532861584,11,5,99.0
20.855559577422973,79.28818399457654,16,5,92.38
21.445087967165232,77.64456359524479,8,1,27.25
21.3094860586661,79.41826151869839,21,2,15.06
21.58891277469185,77.1377411712358,14,2,49.44
21.32065804922048,78.91105793238239,11,4,48.47
21.19563204466966,78.42209542993473,1,3,5.0
20.53114467495933,77.08960341058632,4,4,5.0
20.914802124283206,77.52568148477651,12,0,54.18
20.771283314754413,76.83721210883193,19,6,64.22
20.741585500730714,78.20630389639352,22,4,5.0
21.762214776653423,77.70379578228,7,1,14.45
20.950336814533465,78.59507245289328,13,3,57.08
21.64886517724796,77.69171342312585,14,1,52.86
21.283594076396167,77.69975733452095,10,6,54.51
21.51273582495831,79.02957959619481,0,0,5.0
21.103691930347267,76.94442850793506,20,3,33.24
21.2076654384769,79.50868498557595,2,5,23.91
21.089524771346408,79.35679162317354,16,2,52.79
20.67334018291726,78.80341404967922,18,4,34.03
21.411432961366106,78.57966471032215,13,1,48.36
20.793081307417197,79.47690749441895,21,0,15.98
20.434042353004035,77.35599053858614,22,2,13.7
21.303661214270036,77.03690748657249,7,4,19.16
20.64795495116987,77.5185305097286,12,2,44.19
21.71664201809408,79.18373483610057,19,4,31.06
21.735500007803623,76.90401080017945,2,5,22.9
21.68081014630863,78.54842050525046,4,3,5.0
20.91822218035762,79.78631254857393,8,2,21.18
20.421639263140413,79.36708828151262,5,2,5.0
21.699645987622816,78.36433706713076,21,2,18.33
20.99945780764424,76.99092272785992,1,3,5.0
21.753316746661138,79.29412054315712,12,0,53.15
21.749067967924955,78.59693552453163,4,4,5.0
21.594213237654305,77.1447989911787,7,5,55.43
20.812228448897418,77.08157185447007,22,2,16.76
20.939136820042695,79.52888045830977,0,6,30.3
21.5915913401236,78.80760078881423,19,3,33.08
20.84369080721879,79.28786039795027,11,0,43.53
20.637289845360527,79.4369367008468,22,4,12.91
21.179521767441692,78.51531705614497,10,3,29.11
21.710616683825094,78.35233905526512,6,5,40.9
21.37444171534496,78.09128223096297,14,5,99.0
21.19808563812511,77.75083976337335,21,4,7.98
20.536047091279073,78.10378788257613,23,2,5.0
21.261010117378838,79.12163896719046,10,5,63.17
21.78607539014597,78.6057702930454,21,0,15.62
20.596117621331132,79.47756986986454,15,3,43.01
21.125661513309232,78.13014004313756,2,0,5.0
21.62832230069914,78.62126873615625,19,2,35.22
21.437076064855887,78.69392265927597,13,0,53.19
21.375822037393377,78.57509148691898,2,0,5.0
21.383477717581954,78.90790131925655,0,1,5.0
20.903287611707658,77.51230040512442,20,0,29.77
20.81102858197029,78.33709133263737,14,4,46.34
21.533105617669918,77.11267440842504,0,3,5.0
21.53415875255085,77.95353398293443,16,1,49.71
21.613901246012144,78.26300120586379,1,3,5.0
21.67853677357906,78.75667277863641,19,3,35.15
21.115879358405312,79.65159315775861,5,2,5.0
21.10212281256208,78.60195319964507,7,2,19.79
21.517613250553485,79.03078174852968,15,1,52.99
21.30994950308887,78.31879817848561,18,5,66.49
21.382753628160785,78.70231209412898,0,6,18.22
21.514109737210543,77.01279664840132,2,2,5.0
21.646007478544593,77.56317474252553,2,6,27.36
20.87319321959215,77.8855592796154,4,2,5.0
20.92581613369592,78.21748006501954,11,2,46.41
20.531574715777214,76.93694623650715,11,3,48.22
21.20959219739464,77.22007229265995,19,1,25.92
20.450319183315436,77.63044292337392,12,3,54.6
21.051837225385444,79.71459807270315,19,4,30.73
21.159702488590607,77.79404102130916,8,3,21.85
20.8011577529796,78.24612317433625,6,6,51.39
21.227166564796615,77.38829313821518,3,6,35.26
20.442700349914666,78.63234021322731,18,4,30.86
20.452287464248897,77.64204964654792,21,0,12.43
21.55164078492352,77.42097773531528,18,0,30.23
20.904266897975766,78.34971788533794,5,4,5.0
20.57788471771264,76.81651739748126,12,4,52.33
21.131140564076727,76.82299209794768,10,3,18.49
21.477990974338056,77.45720642730556,12,4,51.63
20.702149438495578,76.91016408750247,12,1,52.33
21.2720466661466,77.12407726239208,21,0,11.42
20.519486450991273,77.81658194801625,19,0,36.74
20.47235440963605,79.20775703873943,14,5,92.73
21.143896484195405,78.5161459301079,20,4,38.36
21.15688917025415,78.33800317786924,12,2,48.46
21.29240186209749,77.68046646962436,21,2,14.91
21.416527867211727,79.59526115829844,10,4,22.99
21.76619291124755,77.99104512371157,18,1,36.43
21.122820487621674,77.06127830038731,7,2,29.65
20.852139062117743,78.6511995483534,19,5,61.22
21.513260672676186,77.1415151804298,7,6,57.28
20.779165151766904,77.83566942840507,9,4,19.2
21.01455998898789,78.32223581615342,15,1,53.18
20.50983893387917,79.42266757405552,18,1,36.4
20.43549104078164,78.28063974102035,22,3,8.06
21.747707780549096,78.906776298095,10,1,24.57
21.57037216871709,79.77845051699721,12,2,49.95
21.374363888531178,77.19446735969395,8,6,53.63
20.972534122179976,77.62419457655855,19,2,41.31
20.64261204809918,77.98372822679293,23,4,5.0
20.61901185973952,78.06548453561649,18,6,65.73
20.75034005743043,78.03306322579664,15,4,41.16
21.168917330588567,79.52283300766966,6,1,14.52
21.400434291780087,78.94209793340056,18,5,62.79
21.324276327404824,78.6237156422721,11,0,47.17
20.79190745572432,77.72811815358834,14,6,99.0
21.736811392928473,79.27137115266387,22,3,11.81
21.433055683374075,79.66518153445496,13,0,58.93
21.17609567351596,79.26359484765068,10,1,20.39
21.256409044728095,76.80469531557442,9,1,24.02
20.987440087398905,78.70920411055022,10,0,22.33
20.74682338530162,76.9534061443263,5,3,5.0
20.898361750111764,77.57282166100116,1,6,19.15
21.460984554650118,76.97857410104331,10,6,48.6
20.420150884081657,78.61138635884816,18,0,29.51
20.56250169670968,78.85976974047782,5,4,5.0
20.464403698830452,77.14346291419771,13,2,50.25
20.457020323246557,77.95151664913493,19,5,59.99
21.59764481761541,78.16870952686662,5,4,5.0
21.385121003132035,77.90715906528274,16,6,99.0
21.063843360722256,77.16307500145558,9,2,27.35
20.5369678249114,78.05684337056242,0,5,22.24
21.088262225163565,79.05353414342525,2,5,32.63
21.06286047909279,77.01302299359976,7,5,51.27
20.64248261787402,77.04054004224571,7,1,26.14
21.007392308933163,77.86431387550795,19,5,73.66
20.957906628156323,79.62517713485677,21,3,12.65
21.2621901372731,78.80571794016873,14,0,43.22
21.2891311112147,78.83600987001769,23,6,23.47
20.46342561368086,77.8857599725136,6,3,11.02
20.92445766047706,78.58098237362562,10,0,27.7
21.27620388199993,76.83039355208322,6,4,10.29
21.104390762012123,78.70828813922863,3,4,5.0
21.599085777663653,79.5398608427287,11,0,52.59
21.32217108426652,78.63772040503446,5,3,5.0
20.628108197914,79.42109578039903,13,0,44.6
20.4987962463606,78.97191916639828,11,5,98.03
21.29938698948884,77.16167524921107,10,1,24.23
20.43711583475827,79.50735992185753,18,6,61.81
21.22008581378285,76.99933153306732,20,4,28.35
21.716322337994942,78.40190241764329,4,6,22.97
21.20566384902623,77.22641137138037,13,1,54.65
20.94343789668913,76.8351198321927,20,5,59.72
21.300603505819293,78.06610278038292,23,5,18.6
21.041554046688123,77.68512212296247,15,4,50.85
21.163863505042308,78.25800148139281,12,4,54.77
21.718050732287136,78.53159966020365,21,5,47.08
20.940543692921082,76.93121721692684,21,2,9.77
21.745666789353482,77.16900988537124,19,6,62.77
21.66749089873849,78.47592718935127,21,1,7.33
20.674107588705013,77.82950205951798,3,6,25.71
20.49710582122523,78.98752046264835,10,1,17.1
20.541089201928397,78.75687494577582,16,2,51.06
20.42551055591217,79.33681308896972,6,3,18.88
20.5322201450583,78.87747848000767,13,1,44.42
21.3562094827829,78.08979323217044,10,6,54.84
20.499664107844318,78.81889986718329,21,0,12.0
20.846565882411266,77.62614352276626,8,5,53.31
21.582825435357236,77.71894049633464,22,5,50.21
20.432580710030155,79.16695547976238,12,2,43.14
21.54025587562451,78.13925854920474,22,1,17.47
20.79459668468276,79.19514102155506,17,3,24.97
20.565430758670317,79.26726712100483,10,1,25.32
21.37543203150981,79.37268701298385,14,5,99.0
21.28051998549184,79.54990570752362,21,4,8.87
21.628460818937874,78.09295566153989,18,0,24.1
21.42909946132544,77.75660045496342,0,2,5.0
21.52487330253879,78.54659623978233,3,4,5.0
20.79484840159983,77.91351727031288,13,6,97.59
20.64841536129161,78.60322250040069,13,3,55.92
21.4508606522972,78.91675758793147,2,4,5.0
21.52956863497417,78.86521505547641,16,6,92.29
21.786707198800944,77.92365866106036,2,4,5.0
20.977664747675995,77.30058060509626,15,3,48.59
20.920825320109895,78.09158801538662,13,4,51.23
21.486978145038798,77.22778243224572,19,2,33.58
20.877124956354223,79.47029110555142,12,5,99.0
21.703060255844992,77.83763238221357,14,1,50.21
21.601777852580216,77.26337924166997,13,4,52.66
21.000591638325027,76.87634327971725,23,2,5.0
21.451219494908095,78.73746715885945,18,1,39.19
21.456360023718556,78.71070695236423,5,6,21.08
20.544373416370306,77.82181249974387,9,1,30.87
21.663574069351395,77.01513566654295,14,6,99.0
21.107353321427,78.02888668468569,20,4,23.52
21.55704045255084,77.73365248519018,21,2,16.28
20.848069441442856,78.83136191920502,19,5,54.52
21.65373251989468,78.61733774835807,5,4,5.0
20.94488235022783,77.89378118459261,22,6,49.71
20.415172712072415,77.45367766276497,9,3,23.14
21.667534766986968,79.76410789846678,6,1,15.67
20.527801347500585,78.16200486358834,21,4,8.64
20.84703909262658,78.8648227073407,16,6,94.81
21.730086753871127,77.22165890273509,17,1,33.55
21.73085000571258,78.2567690989782,16,6,90.75
21.2028130433726,76.88261015960839,8,2,21.53
21.284572097037717,78.31636535373134,9,0,18.24
21.027823730769647,79.69205222135311,9,4,26.69
20.81049508037729,77.9526201389574,6,5,43.42
20.860130363517882,76.91698803772474,15,4,44.05
21.341525838507852,76.89286737275803,17,1,32.99
21.453324341212753,77.9639602798406,5,2,5.0
21.50821066121619,77.28007480938957,19,6,60.21
21.505465399912374,76.87005628898456,0,3,5.0
20.527688544268166,79.06864084185052,0,5,29.28
21.092188426583615,78.17556902664568,11,2,44.48
20.4805822640233,77.66773431591795,20,4,22.38
21.16934043525323,79.50024954904944,1,3,5.0
21.018142701922727,77.14841688060157,3,2,5.0
21.64278585586162,79.66775648686595,16,0,51.16
20.891281017572908,77.74190015213206,3,5,30.62
20.563893822998647,79.46521101692605,10,1,16.13
20.600188354873968,78.60882862943838,21,2,14.67
21.466114884404462,79.28012207922445,3,2,5.0
21.265505288642764,79.75203948963139,0,0,5.0
20.541571746571904,77.66521631345623,6,4,10.07
20.517749528560994,79.68340645622277,17,6,68.9
21.38135678404277,77.96844568470726,8,6,52.14
20.50186820890987,77.95653571421076,2,5,19.7
21.550604083006498,77.82116131276351,7,5,56.49
21.388739118019096,78.42422282204275,23,1,5.0
20.51388829289866,77.26243512953546,18,2,29.46
20.51877279971927,78.46113445607403,3,3,5.0
21.781295409901645,78.42511443723001,17,2,34.11
20.923979114058568,79.08570543781461,19,6,52.64
20.918899005893646,79.30094988581276,10,1,25.91
21.537919394160504,78.12132405093728,13,2,42.79
21.726148008337404,77.70699974805447,17,0,29.05
21.78040148935202,77.57800469195128,15,6,95.01
21.454729459362518,77.38387151011462,2,2,5.0
20.92676341974328,76.97294274659707,14,2,44.52
20.516901003378134,77.82734393650414,3,6,27.8
21.48800568229841,77.61074307639235,4,3,5.0
21.181765949630126,79.69925215759922,16,6,99.0
20.993910812945767,78.47312647875013,6,0,8.77
21.66889613913263,77.84183111709152,15,0,37.89
20.555676475228612,78.54140280298108,13,2,52.56
21.089675146007202,77.21759010403709,15,5,99.0
20.415895102674384,78.13213124760661,6,3,15.25
21.056124898791776,78.6787029642632,8,2,18.24
20.47882458595457,78.26669349537735,3,6,27.96
20.5663450827753,78.00533640196296,21,2,9.58
20.564536745487946,79.78154516669909,10,1,28.58
21.30889442296249,79.44094428644678,1,1,5.0
21.44446283097159,78.67021787447831,11,5,99.0
21.216716271136022,78.50813208354684,11,3,52.95
21.747041567864358,78.66198143947375,3,4,5.0
20.924818811333186,77.40393632346729,17,1,30.26
20.799996920794605,77.98541322979295,20,4,28.75
21.616038779465246,76.91837859867269,6,0,5.5
20.713034173927234,78.22663811246048,0,1,5.0
21.748511555216858,78.42907375187299,22,1,8.32
20.417016264565742,77.48324920830963,12,3,44.85
21.757830357390695,79.69208654149654,5,5,23.55
20.460423876730804,79.52836383281172,5,4,5.0
21.6476003591773,78.96642970636772,11,6,97.0
21.13878155272082,78.40015988629608,7,1,22.91
21.79015071456702,79.40990747894305,23,1,5.0
20.503315190629557,77.19195703147038,21,3,12.41
21.17539599816185,79.17152938282466,18,3,35.76
21.75702354986674,77.17446244190054,4,5,17.96
21.132336981838208,79.18263198764821,17,4,45.13
21.28115809338937,77.62730270475407,4,0,5.0
21.374048164578465,79.43127174305457,9,6,58.73
21.03635749067488,79.63212628147619,0,5,21.8
21.278581312117687,77.24638790821534,9,0,27.25
21.21804003669234,78.18802681519618,4,2,5.0
21.661621214687386,79.74296213448805,11,1,51.8
20.46362493247804,78.25022230791944,21,4,15.82
20.793348465429123,79.39064256754364,6,5,42.93
21.730576077707184,78.56619456639396,8,1,29.34
21.646369297447283,77.9259897237588,21,4,5.0
21.0379194539,77.65735066657761,20,4,47.25
21.26818563692215,77.40966927325826,11,4,55.35
20.788333656173585,79.08539457413309,22,1,11.56
20.663369623613264,77.95962152046908,0,5,25.69
21.049177766915975,78.33382638660225,10,6,58.17
20.89469311923647,78.27697644000354,20,3,31.55
21.21711855659122,78.53183708769939,14,1,48.52
20.50882849175098,79.39673143687365,1,4,5.0
21.764152730732633,79.74221803075028,19,5,68.28
21.780695042271446,78.02275262572145,6,6,42.25
21.377426399627645,79.2825567663189,20,2,32.41
21.150534912881767,79.09358338396414,11,0,59.62
20.83333866280086,78.52058685436671,21,4,21.07
21.539313027589728,79.6681414308358,17,2,23.62
21.35862364157543,77.4014235465852,2,3,5.0
20.627663715082846,77.12779263092887,6,6,40.92
21.67529805829138,79.36188590086627,10,6,51.04
21.551552140092436,78.11744944990124,17,4,31.38
21.729719878608694,79.34090656262117,11,6,99.0
21.416007311743705,79.47927061558624,5,2,5.0
21.258781274310106,76.98737278085721,4,4,5.0
20.985540250806867,79.45039428895818,0,1,5.0
21.70581987669562,78.14495716610827,11,5,99.0
21.61248944530057,78.33129746701269,10,2,27.58
20.463306138148663,78.67977753327963,3,5,25.28
20.43691376429615,79.57914782019026,17,1,32.28
20.92704871362927,76.85734828328928,3,1,5.0
21.534774663094566,78.23053040495344,16,5,97.67
21.78218658104092,78.86316612729168,1,2,5.0
20.61058364754494,78.96812087309468,23,5,22.33
21.23178300149299,78.87759729461132,21,5,44.39
20.93324719928343,77.20330538822436,1,0,5.0
21.757880156940445,77.69818676511504,11,2,49.02
21.57896649238999,77.87614657625103,5,0,5.0
21.573660186595593,79.2133116230385,9,4,22.35
21.05617042371296,77.63627961724366,22,6,50.02
20.980747303272732,77.4321148916016,20,5,72.4
20.782769900702988,79.67234405711429,22,4,7.14
20.478925695311297,76.8265898553404,15,2,50.22
21.610611326757073,79.79346256704594,13,5,99.0
21.53806141278211,78.83046389657218,6,6,47.59
21.799604742600582,79.28540789834734,18,4,38.28
21.79529157190347,77.68385818903857,22,3,12.62
21.17760438784368,76.84294583300118,16,1,58.08
21.476582381252715,79.01360855568458,8,5,64.53
21.7226720218354,79.30243379100203,12,6,99.0
21.589506346948376,79.02142839586055,21,1,17.82
20.746287342440475,77.22855086190252,4,0,5.0
21.03076178943413,79.06028376677091,22,4,21.45
20.580823181212093,79.10676834632292,4,0,5.0
21.73567143816221,78.77562154701016,9,6,56.15
21.248644488231232,79.09834779838675,20,5,64.98
20.720099927704847,79.3377643190332,9,1,28.83
21.3403809581682,78.64081234271237,6,1,12.08
21.265379536641053,77.06581414190903,14,4,56.76
20.901427805245977,78.26288342900163,6,5,40.74
20.55898062907948,77.03294800401481,14,3,42.09
21.34020247382992,78.0226290930973,2,3,5.0
21.128430781265312,78.02131946737688,18,4,31.73
21.481245748429895,76.99802953242072,9,5,56.49
21.128228901556792,77.84646160190843,14,4,52.07
21.593054100445958,77.13299429637394,2,5,21.21
21.172669574284278,79.22470563002766,5,6,33.4
21.18531316014954,79.64306407789341,11,6,99.0
21.627315043721683,77.01694942577382,14,0,52.74
20.964876012697356,79.6653456218751,5,4,5.0
20.587621319830895,78.36772979801023,12,5,95.42
20.44029574683867,77.69869703386162,18,3,26.31
21.457192157943066,77.03058622582849,2,5,28.92
21.26843337189485,78.30187280421126,7,6,56.63
21.385711675338914,79.18354663347225,7,5,50.03
20.698149826112473,78.9212594318001,22,4,14.84
20.590920065821475,76.95067803439191,19,0,24.51
20.420362531935034,77.01870550610371,14,0,52.35
20.890822582329236,78.0086198478979,3,0,5.0
21.225884761596486,77.68587148214382,18,0,26.48
20.949141663139624,77.49715296916814,20,6,66.31
21.012464890833222,77.64301349672614,2,2,5.0
21.66582217229125,79.21044822989064,12,4,51.13
20.88755765383262,79.58768416089556,7,1,17.69
21.119585284823735,78.0153080835827,22,4,16.42
21.497114217837602,79.51833300639748,15,2,50.66
20.95515989524978,77.76448710374365,12,0,58.23
21.270921380319024,78.22931095903137,2,2,5.0
21.607309192245445,77.478086993448,15,3,47.39
21.7293288731207,78.72142812652753,8,3,13.94
20.605902873300654,79.73694334552442,13,6,99.0
21.697222675226094,78.61047928813014,12,4,46.61
21.088962810311354,77.87344225234064,20,4,33.06
20.76154214361854,78.74345233797158,6,1,14.97
21.042790058733566,77.16876203539616,14,6,97.49
